unit_price_incl_tax,product_region_name,importer_name,offer_id,varietalcategory_name,producing_winery_winedirect_upc,title,varietal_list,label_classification,product_title,product_winery_name,utm_lt_campaign_token,varietal,utm_ft_keywords,product_style_name
39.86,,Polaner Selections,,,,,,Import,,,,,,Red Wine
42.89,,,,,,,,Import,,,G_WineAccess_3P_Producers_Caymus_Tier1,,caymus cabernet 2012,Red Wine
15.95,,Ole Imports,,Interesting Red,,,,Import,,,,,,Red Wine
32.39,France > Burgundy,Grand Cru Selections,20001961_2018-09-27,Chardonnay,20001961-DOL,2016 Domaine Olivier Merlin Macon La Roche Vineuse Vieilles Vignes Blanc Burgundy,Chardonnay,Import,2016 Domaine Olivier Merlin Macon La Roche Vineuse Vieilles Vignes Blanc Burgundy,Domaine Olivier,,Chardonnay,,White Wine
19.99,Italy > Tuscany,Mission Wine Company ,,,,,,Import,,,,,,Red Wine
32.2,,,,Red Blend,,,,Domestic,,,,,,Red Wine
31.98,United States > California > Napa Valley,,20001677_2018-08-25,Red Blend,20001677-KCB,2016 Delightful and Strange Red Blend ,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2016 Delightful and Strange Proprietary Red Wine Napa Valley,Delightful and Strange,20000740,Cabernet Sauvignon,bcesa@comcast.net,Red Wine
76.64,France > Burgundy,Louis Latour Inc,20001897_2018-10-08,Chardonnay,20001897-LTR,"2013 Louis Latour Puligny Montrachet Sous le Puits"" 1er Cru""",Chardonnay,Import,"2013 Louis Latour Puligny Montrachet Sous le Puits"" 1er Cru""",Louis Latour,,Chardonnay,,White Wine
59.82,France > Champagne,,,Champagne,,,,Import,,Billecart-Salmon,,,,Sparkling
20.79,,,,,,,,Domestic,,,,,,White Wine
31.79,United States > California > Napa Valley,,20001549_2018-04-04,Red Blend,20001549-KCB,2015 Delightful and Strange Red Blend,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2015 Delightful & Strange Proprietary Red Wine Napa Valley,Delightful and Strange,evocalize,Cabernet Sauvignon,,Red Wine
21.19,Australia > South Australia > Langhorne Creek,,,,,,,Import,,,,,,Red Wine
27.36,United States > California > Santa Barbara,,,Red Blend,20000999-JON,2013 The Paring Red,"Cabernet Franc,Cabernet Sauvignon,Merlot,Petit Verdot",Domestic,2013 The Paring Red,Jonata,,Cabernet Sauvignon,,Red Wine
19.99,France > Languedoc-Roussillon > Maury,Hand Picked Selections,20001556_2018-04-02,Interesting Red,20001556-DCA,2016 Domaine Cabirau Serge & Nicolas Maury Sec,"Carignan,Grenache",Import,2016 Domaine Cabirau Serge & Nicolas Maury Sec,Domaine Cabirau,,Carignan,,Red Wine
34.72,United States > California > Napa Valley > Stags Leap District,,20000313_2018-02-09,Cabernet Sauvignon,20000313-KCB,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Cabernet Sauvignon,Private Label,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Karo-Kann,,Cabernet Sauvignon,,Red Wine
60.99,France,,,Rhone Red Blend,,,,Import,,,,,,Red Wine
37.09,France > Bordeaux,Twins America,,,,,,Import,,,,,,
19.99,,,,,,,,Domestic,,,,,,Red Wine
54.99,Italy > Tuscany,,,,,,,Import,,,,,,Red Wine
24.99,United States > California > Sonoma County > Alexander Valley,,,Cabernet Sauvignon,,,Cabernet Sauvignon,Domestic,,,,Cabernet Sauvignon,#NAME?,Red Wine
75.42,Italy > Tuscany,,,,,,,Import,,,,,,Red Wine
29.99,,Seaview Imports,,,,,,Import,,Akarua,20000438,,,Red Wine
21.85,Italy > Tuscany,Mission Wine Company ,,Super Tuscan,,,"Cabernet Sauvignon,Sangiovese",Import,,Tenuta di Ceppaiano,,,,Red Wine
27.0,France > Rhone,North Berkeley Wine Imports,,Rhone Red Blend,,,,Import,,,G_WineAccess_3P_Producers_Tier3,,,Red Wine
24.37,France > Bordeaux > Haut-Médoc,"Fruit of the Vines, Inc",20001205_2018-02-25,Bordeaux Left Bank,20001205-CMA,2015 Chateau Malescasse Haut Medoc,Bordeaux Blend,Import,2015 Chateau Malescasse Haut Medoc,Chateau Malescasse,,Bordeaux Blend,,Red Wine
81.19,France > Champagne,Vintus,20001958_2018-10-13,Champagne,20001958-BOL,2005 Bollinger La Grande Annee Champagne,"Chardonnay,Pinot Noir",Import,2005 Bollinger La Grande Annee Champagne,Bollinger,,Chardonnay,,Sparkling
99.99,United States > California > Napa Valley,,,Merlot,,,,Domestic,,Duckhorn Vineyards,,,7e2d21279e443a00ae47339615ff8ac3,Red Wine
25.99,United States > California > Napa Valley,Vintus,,,,,,Domestic,,,,,,Red Wine
29.56,France > Rhone,North Berkeley Wine Imports,,Rhone Red Blend,,,,Import,,,NEW - Refer-a-friend Landing Page,,,Red Wine
21.2,,,,Rose,,,,Import,,,,,,Rose
26.49,France > Bordeaux > Saint-Emilion Grand Cru,,20001232_2017-11-14,Bordeaux Red Blend,20001232-CHP,2015 Chateau Pierre 1er  Saint Emilion Grand Cru ,Bordeaux Blend,Import,2015 Chateau Pierre 1er  Saint Emilion Grand Cru ,Chateau Pierre 1er ,20000380,Bordeaux Blend,,Red Wine
36.38,United States > California > Napa Valley > Atlas Peak,Scale Wine Group,,,,,,Domestic,,,,,,Red Wine
163.88,United States > California > Napa Valley,,20001406_2018-01-21,Cabernet Sauvignon,20001406-AVI,2014 Ad Vivum Cellars Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2014 Ad Vivum Cellars Cabernet Sauvignon Napa Valley,Ad Vivum Cellars,,Cabernet Sauvignon,,Red Wine
51.44,United States > California > Napa Valley,,20001754_2018-07-30,Cabernet Sauvignon,20001754-RKW,2014 Robert Keenan Cabernet Sauvignon Napa Valley ,Cabernet Sauvignon,Domestic,2014 Robert Keenan Cabernet Sauvignon Napa Valley ,Robert Keenan Winery,11873148,Cabernet Sauvignon,,Red Wine
19.08,,,,Interesting White,,,,Import,,,,,,White Wine
23.72,Italy > Tuscany,,,,,,,Import,,,,,,Red Wine
420.15,,,,,,,,Import,,,,,,
53.12,United States > California > Napa Valley,Scale Wine Group,20000898_2018-04-06,Cabernet Sauvignon,20000898-PUR,2014 Purlieu Le Pich Cabernet Sauvignon,Cabernet Sauvignon,Domestic,2014 Purlieu Le Pich Cabernet Sauvignon,Purlieu,,Cabernet Sauvignon,,Red Wine
163.34,France > Champagne,Young's Market,11865787_2017-11-26,Champagne,11865787-TAI,2006 Taittinger Comtes de Champagne Blanc de Blancs Brut,Chardonnay,Import,2006 Taittinger Comtes de Champagne Blanc de Blancs Brut,Taittinger,,Chardonnay,,Sparkling
34.0,United States > California > Napa Valley > Stags Leap District,,20000313_2018-02-09,Cabernet Sauvignon,20000313-KCB,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Cabernet Sauvignon,Private Label,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Karo-Kann,,Cabernet Sauvignon,,Red Wine
35.0,United States > California > Napa Valley,,20000903_2018-02-05,Cabernet Sauvignon,20000903-KCB,2015 Karo-Kann Private Reserve Cabernet Sauvignon,"Cabernet Franc,Cabernet Sauvignon,Malbec,Merlot,Petit Verdot,Petite Sirah",Private Label,2015 Karo-Kann Private Reserve Cabernet Sauvignon,Karo-Kann,,Cabernet Sauvignon,,Red Wine
19.2,United States > California > Napa Valley,,20001943_2018-09-16,Interesting White,20001943-CDV,2016 Clos du Val Proprietary White Wine Napa Valley,"Chardonnay,Muscat,Sauvignon Blanc",Domestic,2016 Clos du Val Proprietary White Wine Napa Valley,Clos du Val,Google_Search_Gamma_Wines_USA_Rest_Top-Producers,Chardonnay,#NAME?,White Wine
70.11,United States > California > Napa Valley,E. & J. Gallo,20001082_2018-02-09,Bordeaux Red Blend,20001082-ORS,2014 Orin Swift Papillon Red Wine,Bordeaux Blend,Domestic,2014 Orin Swift Papillon Red Wine Napa Valley,Orin Swift,,Bordeaux Blend,,Red Wine
71.18,,Europvin,,,,,,Import,,,,,,Red Wine
32.01,,Old Bridge Cellars,,,,,,Import,,,Bing_Search_Alpha_Wines_USA_NapaValley,,#NAME?,Red Wine
28.62,United States > California > Napa Valley > Stags Leap District,,,Cabernet Sauvignon,20000266-KCB,2014 Chad Cabernet Sauvignon Stags Leap District Napa Valley,Cabernet Sauvignon,Private Label,2014 Chad Cabernet Sauvignon Stags Leap District Napa Valley,Chad,,Cabernet Sauvignon,,Red Wine
31.79,United States > California > Napa Valley,,20000397_2018-06-16,Cabernet Sauvignon,20000397-KCB,2014 Nichols Cabernet Sauvignon Reserve Napa Valley,Cabernet Sauvignon,Private Label,2014 Nichols Cabernet Sauvignon Reserve Napa Valley,Nichols,,Cabernet Sauvignon,,Red Wine
29.67,,,,,,,,Import,,,,,,Red Wine
71.01,United States > California > Napa Valley,Kenward Family Vineyards,20001751_2018-07-21,Chardonnay,20001751-TOR,2016 TOR Torchiana Chardonnay Beresini Vineyard Carneros Napa Valley,Chardonnay,Domestic,2016 TOR Torchiana Chardonnay Beresini Vineyard Carneros Napa Valley,TOR Wines,,Chardonnay,,White Wine
82.32,United States > California > Napa Valley,,20001189_2018-02-09,Cabernet Sauvignon,20001189-TOR,2014 TOR Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2014 TOR Cabernet Sauvignon Napa Valley,TOR Wines,,Cabernet Sauvignon,,Red Wine
21.99,United States > Oregon > Willamette Valley,,,,,,,Domestic,,Panther Creek Cellars,,,,Red Wine
61.73,United States > California > Napa Valley,,,Merlot,,,,Domestic,,,Google_Search_Beta_Wines_USA_OR-WA-Rest,,#NAME?,Red Wine
64.64,Italy > Tuscany,Palm Bay International,,,,,,Import,,,,,,Red Wine
17.86,France > Bordeaux > Haut-Médoc,Twins America,20002012_2018-10-23,Bordeaux Left Bank,20002012-VIL,2015 Chateau de Villambis Haut-Médoc Cru Bourgeouis,Bordeaux Blend,Import,2015 Chateau de Villambis Haut-Médoc Cru Bourgeouis,Chateau de Villambis,,Bordeaux Blend,,Red Wine
31.86,United States > California > Santa Barbara,,,Red Blend,,,,Domestic,,Tensley,G_WineAccess_3P_SEARCH-Varietals,,chenin blanc wine,Red Wine
47.81,France > Champagne > Cote des Blancs > Cramant,Sussex,186165_2017-12-13,Champagne,186165-DVC,Diebolt-Vallois Cuvee Prestige Blanc de Blancs Brut,Chardonnay,Import,Diebolt-Vallois Cuvee Prestige Blanc de Blancs Brut,Diebolt-Vallois,,Chardonnay,,Sparkling
21.19,,Pacific Wine Group,,,,,,Domestic,,,,,,Red Wine
17.27,,,,,,,,Import,,,,,,White Wine
38.01,United States > California > Napa Valley,,20001487_2018-02-21,Cabernet Sauvignon,20001487-RPE,2016 Round Pond Estate Kith and Kin Cabernet Sauvignon Napa Valley,"Cabernet Sauvignon,Malbec,Merlot,Petit Verdot",Domestic,2016 Round Pond Estate Kith and Kin Cabernet Sauvignon Napa Valley,Round Pond Estate,Google_Search_Beta_Wines_France_Champagne,Cabernet Sauvignon,#NAME?,Red Wine
86.39,,,,Rhone Red Blend,,,,Import,,,20001430_newbrand,,,Red Wine
54.12,United States > California > Napa Valley,Scale Wine Group,20000898_2018-04-11,Cabernet Sauvignon,20000898-PUR,2014 Purlieu Le Pich Cabernet Sauvignon,Cabernet Sauvignon,Domestic,2014 Purlieu Le Pich Cabernet Sauvignon,Purlieu,,Cabernet Sauvignon,,Red Wine
160.55,,,,,,,,Import,,,Refer-a-friend Landing Page - Early Access,,,
22.99,,,,Rose,,,,Import,,,,,,Rose
32.93,United States > California > Napa Valley > Rutherford,,20000271_2018-02-09,Cabernet Sauvignon,20000271-KCB,2014 Nichols Cabernet Sauvignon Rutherford Napa Valley,Cabernet Sauvignon,Private Label,2014 Nichols Cabernet Sauvignon Rutherford Napa Valley,Nichols,,Cabernet Sauvignon,,Red Wine
26.74,United States > California > Contra Costa,,,,,,,Domestic,,Three Wine Company,20000869_newbrand,,,Red Wine
24.08,United States > California > Sonoma County > Russian River Valley,,,,,,,Domestic,,William Knuttel,,,,Red Wine
22.13,United States > California > Napa Valley > Rutherford,,,,,,,Domestic,,,,,,White Wine
21.39,Spain,,,,,,,Import,,,,,,Red Wine
26.39,United States > California > Central Coast > Sta. Rita Hills,,,,,,,Domestic,,,Refer-a-friend Landing Page,,,Red Wine
32.39,United States > California > Napa Valley,,20001677_2018-08-25,Red Blend,20001677-KCB,2016 Delightful and Strange Red Blend ,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2016 Delightful and Strange Proprietary Red Wine Napa Valley,Delightful and Strange,,Cabernet Sauvignon,,Red Wine
486.56,Italy > Tuscany,Folio,,Super Tuscan,,,,Import,,Ornellaia,,,,Red Wine
37.31,United States > California > Contra Costa,,20001760_2018-08-10,Red Blend,20001760-TWC,2014 Three Wine Company SMC Red Wine ,"Carignan,Cinsault,Mourvedre,Petite Sirah,Syrah",Domestic,2014 Three Wine Company SMC Red Wine ,Three Wine Company,,Carignan,,Red Wine
41.58,United States > California > Napa Valley,,20000698_2018-01-13,,20000698-KCB,2014 Nichols Cabernet Sauvignon Private Reserve Napa Valley,Cabernet Sauvignon,Private Label,2014 Nichols Cabernet Sauvignon Private Reserve Napa Valley,Nichols,,Cabernet Sauvignon,,Red Wine
376.05,France > Bordeaux,,,Bordeaux Left Bank,,,"Cabernet Franc,Cabernet Sauvignon,Merlot,Petit Verdot",Import,,,,Cabernet Sauvignon,,Red Wine
87.4,France > Champagne,,,,,,,Import,,,Google_Search_Alpha_Brand_WineAccess,,wineaccess,Sparkling
19.07,United States > California > Sonoma County,,,,,,,Domestic,,,,,,Red Wine
21.24,,Hudson Wine Brokers,,,,,,Import,,Leconfield,,,,Red Wine
23.38,,"Fruit of the Vines, Inc",,,,,,Import,,,,,,White Wine
31.86,United States > California > Napa Valley,,20001110_2017-12-08,Cabernet Sauvignon,20001110-TED,2014 Tom Eddy Elodian Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2014 Tom Eddy “Elodian” Cabernet Sauvignon Napa Valley,Tom Eddy Winery,,Cabernet Sauvignon,,Red Wine
25.51,,,,,,,,Domestic,,,,,,Red Wine
70.85,United States > California > Napa Valley,Kenward Family Vineyards,20001751_2018-07-21,Chardonnay,20001751-TOR,2016 TOR Torchiana Chardonnay Beresini Vineyard Carneros Napa Valley,Chardonnay,Domestic,2016 TOR Torchiana Chardonnay Beresini Vineyard Carneros Napa Valley,TOR Wines,,Chardonnay,,White Wine
31.79,United States > California > Napa Valley,,20001677_2018-08-25,Red Blend,20001677-KCB,2016 Delightful and Strange Red Blend ,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2016 Delightful and Strange Proprietary Red Wine Napa Valley,Delightful and Strange,Google_Search_Beta_Wines,Cabernet Sauvignon,#NAME?,Red Wine
51.95,United States > California > Napa Valley,,20001507_2018-04-18,Chardonnay,20001507-SHV,2014 Stony Hill Vineyard Chardonnay Napa Valley,Chardonnay,Domestic,2014 Stony Hill Vineyard Chardonnay Napa Valley,Stony Hill Vineyard,friends-and-family-q1-2018,Chardonnay,,White Wine
27.31,,Europvin,,,,,,Import,,,,,,
120.45,France > Bordeaux > Margaux,Twins America,11183919_2018-09-25,Bordeaux Left Bank,11183919-LAS,2009 Chateau Lascombes Margaux,"Cabernet Sauvignon,Merlot,Petit Verdot",Import,2009 Chateau Lascombes Margaux,Chateau Lascombes,,Cabernet Sauvignon,,Red Wine
15.99,France > Languedoc-Roussillon,Treasury Wine Estates,20001496_2018-02-27,Red Blend,20001496-DAJ,2013 Domaine Anne Gros & Jean Paul Tollot Les Fontanilles Minervois,Carignan,Import,2013 Domaine Anne Gros & Jean Paul Tollot Les Fontanilles Minervois,Domaine Anne Gros & Jean Paul Tollot,,Carignan,,Red Wine
17.0,France > Provence,Wade & Clark,,Rose,,,,Import,,,,,,Rose
29.99,United States > Washington > Columbia Valley > Yakima Valley > Red Mountain,,20001411_2018-02-20,Red Blend,20001411-DLC,2014 DeLille Cellars Doyenne Aix Red Mountain ,"Cabernet Sauvignon,Syrah",Domestic,2014 DeLille Cellars Doyenne Aix Red Mountain ,DeLille Cellars,20000916_newbrand,Cabernet Sauvignon,,Red Wine
69.99,United States > California > Napa Valley > Spring Mountain,,11752037_2018-03-07,Bordeaux Red Blend,11752037-TRA,2009 Terra Valentine Marriage Proprietary Red Estate Spring Mountain District,Bordeaux Blend,Domestic,2009 Terra Valentine “Marriage” Proprietary Red Spring Mountain Napa Valley,Terra Valentine,,Bordeaux Blend,,Red Wine
60.23,United States > Oregon > Willamette Valley,Vintus,,,,,,Domestic,,Ponzi Vineyards,,,,Red Wine
55.0,United States > Oregon > Willamette Valley,Vintus,,,,,,Domestic,,Ponzi Vineyards,,,,Red Wine
29.84,United States > California > Sonoma County,,,Cabernet Sauvignon,,,Cabernet Sauvignon,Domestic,,William Knuttel,,Cabernet Sauvignon,,Red Wine
54.29,,copa fina,,,,,,Import,,,,,,Red Wine
23.72,France > Loire > Vouvray,USA Wine West,20001489_2018-02-26,Vouvray,20001489-CMO,2015 Chateau Moncontour Cuvée Predilection Vouvray Méthode Traditionelle AOC,Chenin Blanc,Import,2015 Chateau Moncontour Cuvee Predilection Vouvray Methode Traditionelle AOC,Chateau Moncontour,,Chenin Blanc,,Sparkling
32.0,United States > California > Napa Valley > Stags Leap District,,20000313_2018-02-09,Cabernet Sauvignon,20000313-KCB,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Cabernet Sauvignon,Private Label,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Karo-Kann,Y_Search_Beta_Wines_USA_OR-WA-Rest,Cabernet Sauvignon,mauritson wine,Red Wine
36.38,United States > California > Napa Valley > Atlas Peak,Scale Wine Group,,,,,,Domestic,,,20001197_ec_plaintext,,,Red Wine
33.92,United States > California > Napa Valley > Stags Leap District,,20000313_2018-02-09,Cabernet Sauvignon,20000313-KCB,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Cabernet Sauvignon,Private Label,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Karo-Kann,,Cabernet Sauvignon,,Red Wine
18.0,,,,,,,,Import,,,,,,White Wine
19.99,France > Bordeaux > Haut-Médoc,"Fruit of the Vines, Inc",20001205_2017-11-23,Bordeaux Left Bank,20001205-CMA,2015 Chateau Malescasse Haut Medoc Cru Bourgeois Bordeaux,Bordeaux Blend,Import,2015 Chateau Malescasse Haut Medoc,Chateau Malescasse,,Bordeaux Blend,,Red Wine
54.3,United States > California > Napa Valley,Fait Main,20001393_2018-01-10,Cabernet Sauvignon,20001393-TET,2015 Teeter-Totter Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2015 Teeter Totter Cabernet Sauvignon Napa Valley,Teeter-Totter,,Cabernet Sauvignon,,Red Wine
54.99,,T. Edward Wines,,,,,,Import,,,,,,Red Wine
25.07,United States > California > Contra Costa,,,,,,,Domestic,,Three Wine Company,,,,Red Wine
129.0,United States > California > Napa Valley,The Unfiltered Collection,20001383_2018-02-15,Cabernet Sauvignon,20001383-MRD,2013 Michel Rolland Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2013 Michel Rolland Cabernet Sauvignon Napa Valley,Michel Rolland,,Cabernet Sauvignon,,Red Wine
19.99,Italy > Tuscany,Forte Selections,20001976_2018-10-25,Super Tuscan,20001976-TDC,2012 Tenuta di Ceppaiano Violetta Ceppaiano Toscana IGT,"Cabernet Sauvignon,Sangiovese",Import,2012 Tenuta di Ceppaiano Castellani Ceppaiano Toscana IGT,Tenuta di Ceppaiano,NEW - Post Purchase V2,Cabernet Sauvignon,,Red Wine
39.99,United States > California > Napa Valley,,20001548_2018-04-12,Cabernet Sauvignon,20001548-KCB,2015 Pompier Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Private Label,2015 Pompier Cabernet Sauvignon Napa Valley,Pompier,,Cabernet Sauvignon,,Red Wine
48.15,United States > California > Napa Valley > Oakville,Southern Glazer's of CA North,20001245_2017-11-24,,20001245-GRH,2013 Groth Vineyards & Winery Cabernet Sauvignon Oakville Napa Valley,Cabernet Sauvignon,Domestic,2013 Groth Vineyards & Winery Cabernet Sauvignon Oakville Napa Valley,Groth Vineyards & Winery,,Cabernet Sauvignon,,Red Wine
19.99,Spain,,,,,,,Import,,,,,,Red Wine
31.79,United States > California > Napa Valley,,20001677_2018-09-28,Red Blend,20001677-KCB,2016 Delightful and Strange Proprietary Red Wine Napa Valley,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2016 Delightful and Strange Proprietary Red Wine Napa Valley,Delightful and Strange,,Cabernet Sauvignon,,Red Wine
42.49,United States > California > Napa Valley > Coombsville,,20000982_2017-12-01,Red Blend,20000982-COH,2013 Coho Headwaters Proprietary Red Napa,"Cabernet Sauvignon,Merlot,Petit Verdot",Domestic,2013 Coho Headwaters Proprietary Red Napa,Coho,,Cabernet Sauvignon,,Red Wine
29.16,France > Rhone,North Berkeley Wine Imports,,Rhone Red Blend,,,,Import,,,,,,Red Wine
32.39,United States > Washington > Columbia Valley > Yakima Valley > Red Mountain,,20001411_2018-01-21,Red Blend,20001411-DLC,2014 DeLille Cellars Doyenne Aix Red Mountain ,"Cabernet Sauvignon,Syrah",Domestic,2014 DeLille Cellars Doyenne Aix Red Mountain ,DeLille Cellars,,Cabernet Sauvignon,,Red Wine
23.48,United States > Oregon > Willamette Valley,,,,,,,Domestic,,Panther Creek Cellars,,,,Red Wine
129.9,France > Champagne,Vintus,,Champagne,,,"Chardonnay,Pinot Noir",Import,,Bollinger,,,,Sparkling
26.99,France > Loire,,,Rose,,"2017 Jean-Max Roger Sancerre Cuvee La Grange Dimiere"" Rose		""",,Import,"2017 Jean-Max Roger Sancerre Cuvee La Grange Dimiere"" Rose		""",,,,,Rose
53.68,United States > California > Napa Valley,,,,,,,Domestic,,TOR Wines,Google_Search_Beta_Wines_Italy_Tuscany-Piedmont,,,Red Wine
240.13,,,,,,,,Import,,,,,,
27.0,France > Rhone,North Berkeley Wine Imports,,Rhone Red Blend,,,,Import,,,Google_Search_Alpha_Region,,,Red Wine
43.19,,,,,,,,Import,,,,,,Red Wine
35.0,United States > Oregon > Willamette Valley,Vintus,,,,,,Domestic,,Ponzi Vineyards,Bing_Search_Beta_General_Tier2,,#NAME?,Red Wine
18.0,France > Provence,,,Rose,,,,Import,,,,,,Rose
32.65,United States > California > Napa Valley,,,,,,,Domestic,,,,,,White Wine
15.99,Argentina > Mendoza > Uco Valley,Aveniu Brands,20001425_2018-04-30,Red Blend,20001425-LOC,Locations AR6,"Cabernet Sauvignon,Malbec",Import,Locations AR6,Locations,,Cabernet Sauvignon,,Red Wine
32.0,United States > California > Napa Valley > Rutherford,,20000271_2018-02-09,Cabernet Sauvignon,20000271-KCB,2014 Nichols Cabernet Sauvignon Rutherford Napa Valley,Cabernet Sauvignon,Private Label,2014 Nichols Cabernet Sauvignon Rutherford Napa Valley,Nichols,,Cabernet Sauvignon,,Red Wine
15.2,United States > California > Contra Costa,,,Red Blend,,,,Domestic,,Three Wine Company,20000096,,,Red Wine
32.65,United States > California > Napa Valley,,20001549_2018-04-04,Red Blend,20001549-KCB,2015 Delightful and Strange Red Blend,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2015 Delightful & Strange Proprietary Red Wine Napa Valley,Delightful and Strange,,Cabernet Sauvignon,,Red Wine
139.0,,,,,,,,Import,,,,,,Red Wine
20.46,,,,Red Blend,,,,Domestic,,,Y_Wine Access_3P_Producers_Tier4,,,Red Wine
31.58,United States > California > Napa Valley,,20001549_2018-04-04,Red Blend,20001549-KCB,2015 Delightful and Strange Red Blend,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2015 Delightful & Strange Proprietary Red Wine Napa Valley,Delightful and Strange,20001549_newbrand_PT,Cabernet Sauvignon,,Red Wine
24.44,United States > Oregon > Willamette Valley,,,,,,,Domestic,,,,,,Red Wine
31.98,United States > California > Napa Valley,,20001677_2018-09-29,Red Blend,20001677-KCB,2016 Delightful and Strange Proprietary Red Wine Napa Valley,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2016 Delightful and Strange Proprietary Red Wine Napa Valley,Delightful and Strange,20000584_newbrand,Cabernet Sauvignon,,Red Wine
34.8,United States > California > Napa Valley > Stags Leap District,,20000313_2018-02-09,Cabernet Sauvignon,20000313-KCB,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Cabernet Sauvignon,Private Label,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Karo-Kann,,Cabernet Sauvignon,,Red Wine
24.38,United States > California > Contra Costa,,,,,,,Domestic,,Three Wine Company,,,,Red Wine
41.63,,Palm Bay International,,,,,,Import,,,,,,Red Wine
42.5,,Treasury Wine Estates,,,,,,Import,,,,,,Red Wine
21.89,,,,Red Blend,,,,Domestic,,,,,,Red Wine
19.99,,Mission Wine Company ,,,,,,Import,,,,,,Red Wine
37.54,United States > California > Napa Valley,,20000903_2018-02-05,Cabernet Sauvignon,20000903-KCB,2015 Karo-Kann Private Reserve Cabernet Sauvignon,"Cabernet Franc,Cabernet Sauvignon,Malbec,Merlot,Petit Verdot,Petite Sirah",Private Label,2015 Karo-Kann Private Reserve Cabernet Sauvignon,Karo-Kann,,Cabernet Sauvignon,,Red Wine
49.28,,copa fina,,,,,,Import,,,,,,Red Wine
31.25,United States > California > Central Coast > Santa Lucia Highlands,,,,,,,Domestic,,Bernardus Winery,,,,Red Wine
20.51,,,,,,,,Import,,,,,,White Wine
16.39,France > Bordeaux,Twins America,,Bordeaux Right Bank,,,"Cabernet Sauvignon,Merlot",Import,,,,,,Red Wine
39.04,United States > California > Napa Valley,,20000698_2018-01-13,,20000698-KCB,2014 Nichols Cabernet Sauvignon Private Reserve Napa Valley,Cabernet Sauvignon,Private Label,2014 Nichols Cabernet Sauvignon Private Reserve Napa Valley,Nichols,,Cabernet Sauvignon,,Red Wine
28.62,France > Rhone,North Berkeley Wine Imports,,Rhone Red Blend,,,,Import,,,,,,Red Wine
36.98,United States > California > Napa Valley > Atlas Peak,Scale Wine Group,,,,,,Domestic,,,,,,Red Wine
31.86,United States > California > Napa Valley,,20001677_2018-09-18,Red Blend,20001677-KCB,2016 Delightful and Strange Red Blend ,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2016 Delightful and Strange Proprietary Red Wine Napa Valley,Delightful and Strange,,Cabernet Sauvignon,,Red Wine
34.99,France > Bordeaux,Twins America,,,,,,Import,,,,,,
23.82,,USA Wine West,,Interesting White,,,,Import,,,,,,White Wine
16.99,,Southern Starz,,,,,,Import,,,,,,Red Wine
47.99,Italy > Tuscany,Polaner Selections,,,,,,Import,,,,,,Red Wine
58.02,United States > California > Napa Valley,,20000740_2018-02-09,Cabernet Sauvignon,20000740-TTW,2014 Teeter Totter Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2014 Teeter Totter Cabernet Sauvignon Napa Valley,Fait Main,,Cabernet Sauvignon,,Red Wine
26.0,United States > California > Napa Valley,,20001267_2017-11-19,Cabernet Sauvignon,20001267-KCB,2014 Fiancetto Cabernet Sauvignon Lot 2,Cabernet Sauvignon,Private Label,2014 Fiancetto Cabernet Sauvignon Lot 2,Fiancetto,,Cabernet Sauvignon,,Red Wine
24.89,United States > California > Contra Costa,,20001717_2018-07-22,Interesting Red,20001717-TWC,2013 Three Wine Company Carignane Lucchesi Vineyard Contra Costa County,"Carignan,Mataro,Petite Sirah,Zinfandel",Domestic,2013 Three Wine Company Carignane Lucchesi Vineyard Contra Costa County,Three Wine Company,,Carignan,,Red Wine
31.86,Italy > Tuscany,Vineyard Brands,,,,,,Import,,,,,,Red Wine
