is_buyer,varietal,offer_id,product_title,producing_winery_winedirect_upc,product_winery_name,product_region_name,varietalcategory_name,title,varietal_list,importer_name,product_style_name,label_classification,utm_ft_keywords,unit_price_incl_tax,utm_lt_campaign_token
bordeaux,Bordeaux Blend,20001205_2018-07-06,2015 Chateau Malescasse Haut Medoc,20001205-CMA,Chateau Malescasse,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2015 Chateau Malescasse Haut Medoc,Bordeaux Blend,"Fruit of the Vines, Inc",Red Wine,Import,,23.7,
bordeaux,Bordeaux Blend,11851706_2018-02-09,2013 Jones Family Vineyards The Sisters ,11851706-JFV,Jones Family Vineyards,United States > California > Napa Valley,Cabernet Sauvignon,2013 Jones Family Vineyards The Sisters ,Bordeaux Blend,Scale Wine Group,Red Wine,Domestic,,75.0,Site-wide Overlay  - custom design 12.18.17
bordeaux,Bordeaux Blend,20001089_2018-04-29,2015 Chateau Larroque Bordeaux Superieur,20001089-DCL,Domaine du Chateau Larroque,France > Bordeaux,Bordeaux Red Blend,2015 Chateau Larroque Bordeaux Superieur,Bordeaux Blend,Europvin,Red Wine,Import,,15.43,
bordeaux,Bordeaux Blend,11752037_2018-10-20,2009 Terra Valentine “Marriage” Proprietary Red Spring Mountain Napa Valley,11752037-TRA,Terra Valentine,United States > California > Napa Valley > Spring Mountain,Bordeaux Red Blend,2009 Terra Valentine “Marriage” Proprietary Red Spring Mountain Napa Valley,Bordeaux Blend,,Red Wine,Domestic,long meadow ranch,74.36,Bing_Search_Alpha_Wines_USA_NapaValley
bordeaux,Bordeaux Blend,20001089_2018-04-29,2015 Chateau Larroque Bordeaux Superieur,20001089-DCL,Domaine du Chateau Larroque,France > Bordeaux,Bordeaux Red Blend,2015 Chateau Larroque Bordeaux Superieur,Bordeaux Blend,Europvin,Red Wine,Import,,15.93,
bordeaux,Bordeaux Blend,20001089_2018-02-09,2015 Chateau Larroque Bordeaux Superieur,20001089-DCL,Domaine du Chateau Larroque,France > Bordeaux,Bordeaux Red Blend,2015 Domaine du Chateau Larroque Bordeaux Superieur,Bordeaux Blend,Europvin,Red Wine,Import,,18.0,Y_Wine Access_3P_Producers_Tier3
bordeaux,Bordeaux Blend,11851706_2018-02-09,2013 Jones Family Vineyards The Sisters ,11851706-JFV,Jones Family Vineyards,United States > California > Napa Valley,Cabernet Sauvignon,2013 Jones Family Vineyards The Sisters ,Bordeaux Blend,Scale Wine Group,Red Wine,Domestic,30 Day Remarketing,82.13,evocalize
bordeaux,Bordeaux Blend,20001082_2018-02-09,2014 Orin Swift Papillon Red Wine Napa Valley,20001082-ORS,Orin Swift,United States > California > Napa Valley,Bordeaux Red Blend,2014 Orin Swift Papillon Red Wine,Bordeaux Blend,E. & J. Gallo,Red Wine,Domestic,,65.25,
bordeaux,Bordeaux Blend,20001232_2018-08-30,2015 Chateau Pierre 1er  Saint Emilion Grand Cru ,20001232-CHP,Chateau Pierre 1er ,France > Bordeaux > Saint-Emilion Grand Cru,Bordeaux Red Blend,2015 Chateau Pierre 1er  Saint Emilion Grand Cru ,Bordeaux Blend,,Red Wine,Import,,29.42,
bordeaux,Bordeaux Blend,20001205_2018-07-06,2015 Chateau Malescasse Haut Medoc,20001205-CMA,Chateau Malescasse,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2015 Chateau Malescasse Haut Medoc,Bordeaux Blend,"Fruit of the Vines, Inc",Red Wine,Import,,23.38,20000429
bordeaux,Bordeaux Blend,20001205_2017-11-23,2015 Chateau Malescasse Haut Medoc,20001205-CMA,Chateau Malescasse,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2015 Chateau Malescasse Haut Medoc Cru Bourgeois Bordeaux,Bordeaux Blend,"Fruit of the Vines, Inc",Red Wine,Import,,24.6,
bordeaux,Bordeaux Blend,20000974_2018-02-09,2014 Chateau Mille-Roses Haut-Medoc Bordeaux,20000974-CMR,Chateau Mille-Roses,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2014 Chateau Mille-Roses Haut-Medoc Bordeaux,Bordeaux Blend,Langdon-Shiverick Imports,Red Wine,Import,,43.5,
bordeaux,Bordeaux Blend,20001089_2018-02-09,2015 Chateau Larroque Bordeaux Superieur,20001089-DCL,Domaine du Chateau Larroque,France > Bordeaux,Bordeaux Red Blend,2015 Domaine du Chateau Larroque Bordeaux Superieur,Bordeaux Blend,Europvin,Red Wine,Import,,19.35,
bordeaux,Bordeaux Blend,20001205_2018-07-06,2015 Chateau Malescasse Haut Medoc,20001205-CMA,Chateau Malescasse,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2015 Chateau Malescasse Haut Medoc,Bordeaux Blend,"Fruit of the Vines, Inc",Red Wine,Import,,24.09,
bordeaux,Bordeaux Blend,20001089_2018-02-09,2015 Chateau Larroque Bordeaux Superieur,20001089-DCL,Domaine du Chateau Larroque,France > Bordeaux,Bordeaux Red Blend,2015 Domaine du Chateau Larroque Bordeaux Superieur,Bordeaux Blend,Europvin,Red Wine,Import,,19.48,
bordeaux,Bordeaux Blend,20002012_2018-10-23,2015 Chateau de Villambis Haut-Médoc Cru Bourgeouis,20002012-VIL,Chateau de Villambis,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2015 Chateau de Villambis Haut-Médoc Cru Bourgeouis,Bordeaux Blend,Twins America,Red Wine,Import,,18.21,
bordeaux,Bordeaux Blend,20001232_2017-11-14,2015 Chateau Pierre 1er  Saint Emilion Grand Cru ,20001232-CHP,Chateau Pierre 1er ,France > Bordeaux > Saint-Emilion Grand Cru,Bordeaux Red Blend,2015 Chateau Pierre 1er  Saint Emilion Grand Cru ,Bordeaux Blend,,Red Wine,Import,cade winery,27.99,Google_Search_Alpha_Wines_USA_NapaValley
bordeaux,Bordeaux Blend,20001082_2018-02-09,2014 Orin Swift Papillon Red Wine Napa Valley,20001082-ORS,Orin Swift,United States > California > Napa Valley,Bordeaux Red Blend,2014 Orin Swift Papillon Red Wine Napa Valley,Bordeaux Blend,E. & J. Gallo,Red Wine,Domestic,,63.6,
bordeaux,Bordeaux Blend,20001082_2018-02-09,2014 Orin Swift Papillon Red Wine Napa Valley,20001082-ORS,Orin Swift,United States > California > Napa Valley,Bordeaux Red Blend,2014 Orin Swift Papillon Red Wine Napa Valley,Bordeaux Blend,E. & J. Gallo,Red Wine,Domestic,,63.6,
bordeaux,Bordeaux Blend,20001089_2018-02-09,2015 Chateau Larroque Bordeaux Superieur,20001089-DCL,Domaine du Chateau Larroque,France > Bordeaux,Bordeaux Red Blend,2015 Domaine du Chateau Larroque Bordeaux Superieur,Bordeaux Blend,Europvin,Red Wine,Import,,19.58,
bordeaux,Bordeaux Blend,20001089_2018-02-09,2015 Chateau Larroque Bordeaux Superieur,20001089-DCL,Domaine du Chateau Larroque,France > Bordeaux,Bordeaux Red Blend,2015 Domaine du Chateau Larroque Bordeaux Superieur,Bordeaux Blend,Europvin,Red Wine,Import,,19.08,
bordeaux,Bordeaux Blend,20000974_2018-02-09,2014 Chateau Mille-Roses Haut-Medoc Bordeaux,20000974-CMR,Chateau Mille-Roses,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2014 Chateau Mille-Roses Haut-Medoc Bordeaux,Bordeaux Blend,Langdon-Shiverick Imports,Red Wine,Import,,43.2,Google_Search_Alpha_General_Tier2
bordeaux,Bordeaux Blend,20001205_2018-07-06,2015 Chateau Malescasse Haut Medoc,20001205-CMA,Chateau Malescasse,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2015 Chateau Malescasse Haut Medoc,Bordeaux Blend,"Fruit of the Vines, Inc",Red Wine,Import,+gratien +& +meyer,23.54,Google_Search_Beta_Wines_France
bordeaux,Bordeaux Blend,11851706_2018-02-09,2013 Jones Family Vineyards The Sisters ,11851706-JFV,Jones Family Vineyards,United States > California > Napa Valley,Cabernet Sauvignon,2013 Jones Family Vineyards The Sisters ,Bordeaux Blend,Scale Wine Group,Red Wine,Domestic,,80.06,
bordeaux,Bordeaux Blend,20001205_2018-07-06,2015 Chateau Malescasse Haut Medoc,20001205-CMA,Chateau Malescasse,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2015 Chateau Malescasse Haut Medoc,Bordeaux Blend,"Fruit of the Vines, Inc",Red Wine,Import,,23.32,
bordeaux,Bordeaux Blend,20000974_2018-02-09,2014 Chateau Mille-Roses Haut-Medoc Bordeaux,20000974-CMR,Chateau Mille-Roses,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2014 Chateau Mille-Roses Haut-Medoc Bordeaux,Bordeaux Blend,Langdon-Shiverick Imports,Red Wine,Import,,40.0,
bordeaux,Bordeaux Blend,20001205_2017-11-23,2015 Chateau Malescasse Haut Medoc,20001205-CMA,Chateau Malescasse,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2015 Chateau Malescasse Haut Medoc Cru Bourgeois Bordeaux,Bordeaux Blend,"Fruit of the Vines, Inc",Red Wine,Import,,21.24,
bordeaux,Bordeaux Blend,10726884_2017-12-06,2004 Chateau Grand Corbin Manuel Saint-Emilion Grand Cru,10726884-CGC,Chateau Grand Corbin Manuel,France > Bordeaux > Saint-Emilion,Bordeaux Right Bank,2004 Chateau Grand Corbin Manuel Saint-Emilion Grand Cru,Bordeaux Blend,The Wine Trust,Red Wine,Import,,37.09,20161007_TenuteSella_20000403_Main_E
bordeaux,Bordeaux Blend,20001232_2017-11-14,2015 Chateau Pierre 1er  Saint Emilion Grand Cru ,20001232-CHP,Chateau Pierre 1er ,France > Bordeaux > Saint-Emilion Grand Cru,Bordeaux Red Blend,2015 Chateau Pierre 1er  Saint Emilion Grand Cru ,Bordeaux Blend,,Red Wine,Import,,29.67,20000093
bordeaux,Bordeaux Blend,20001089_2018-02-09,2015 Chateau Larroque Bordeaux Superieur,20001089-DCL,Domaine du Chateau Larroque,France > Bordeaux,Bordeaux Red Blend,2015 Domaine du Chateau Larroque Bordeaux Superieur,Bordeaux Blend,Europvin,Red Wine,Import,,18.0,
bordeaux,Bordeaux Blend,11867192_2017-11-21,2013 Robert Keenan Winery Mernet Reserve Spring Mountain District,11867192-RKW,Robert Keenan Winery,United States > California > Napa Valley > Spring Mountain,,2013 Robert Keenan Winery Mernet Reserve Spring Mountain District,Bordeaux Blend,,Red Wine,Domestic,,92.44,
bordeaux,Bordeaux Blend,20001381_2018-01-02,2015 Podere Sapaio Sapaio Toscana IGT,20001381-PDS,Podere Sapaio,Italy > Tuscany > Toscana IGT,Super Tuscan,2015 Podere Sapaio Sapaio Toscana IGT,Bordeaux Blend,Lyra Fine Wine Importers,Red Wine,Import,,61.73,
bordeaux,Bordeaux Blend,20001205_2018-02-25,2015 Chateau Malescasse Haut Medoc,20001205-CMA,Chateau Malescasse,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2015 Chateau Malescasse Haut Medoc,Bordeaux Blend,"Fruit of the Vines, Inc",Red Wine,Import,,21.24,
bordeaux,Bordeaux Blend,20001205_2018-07-06,2015 Chateau Malescasse Haut Medoc,20001205-CMA,Chateau Malescasse,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2015 Chateau Malescasse Haut Medoc,Bordeaux Blend,"Fruit of the Vines, Inc",Red Wine,Import,,23.54,
bordeaux,Bordeaux Blend,20001205_2018-07-06,2015 Chateau Malescasse Haut Medoc,20001205-CMA,Chateau Malescasse,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2015 Chateau Malescasse Haut Medoc,Bordeaux Blend,"Fruit of the Vines, Inc",Red Wine,Import,,24.05,
bordeaux,Bordeaux Blend,11851706_2018-02-09,2013 Jones Family Vineyards The Sisters ,11851706-JFV,Jones Family Vineyards,United States > California > Napa Valley,Cabernet Sauvignon,2013 Jones Family Vineyards The Sisters ,Bordeaux Blend,Scale Wine Group,Red Wine,Domestic,frank family wines,80.25,Google_Search_Alpha_Wines_USA_NapaValley
bordeaux,Bordeaux Blend,11752037_2018-10-20,2009 Terra Valentine “Marriage” Proprietary Red Spring Mountain Napa Valley,11752037-TRA,Terra Valentine,United States > California > Napa Valley > Spring Mountain,Bordeaux Red Blend,2009 Terra Valentine “Marriage” Proprietary Red Spring Mountain Napa Valley,Bordeaux Blend,,Red Wine,Domestic,,74.36,
bordeaux,Bordeaux Blend,20001232_2017-11-14,2015 Chateau Pierre 1er  Saint Emilion Grand Cru ,20001232-CHP,Chateau Pierre 1er ,France > Bordeaux > Saint-Emilion Grand Cru,Bordeaux Red Blend,2015 Chateau Pierre 1er  Saint Emilion Grand Cru ,Bordeaux Blend,,Red Wine,Import,,27.05,
bordeaux,Bordeaux Blend,20001089_2018-02-09,2015 Chateau Larroque Bordeaux Superieur,20001089-DCL,Domaine du Chateau Larroque,France > Bordeaux,Bordeaux Red Blend,2015 Domaine du Chateau Larroque Bordeaux Superieur,Bordeaux Blend,Europvin,Red Wine,Import,brunello,19.58,Google_Search_Gamma_Wines_Italy-Spain_Top-Producers
bordeaux,Bordeaux Blend,20001205_2017-11-23,2015 Chateau Malescasse Haut Medoc,20001205-CMA,Chateau Malescasse,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2015 Chateau Malescasse Haut Medoc Cru Bourgeois Bordeaux,Bordeaux Blend,"Fruit of the Vines, Inc",Red Wine,Import,,24.94,
bordeaux,Bordeaux Blend,20001082_2018-02-09,2014 Orin Swift Papillon Red Wine Napa Valley,20001082-ORS,Orin Swift,United States > California > Napa Valley,Bordeaux Red Blend,2014 Orin Swift Papillon Red Wine,Bordeaux Blend,E. & J. Gallo,Red Wine,Domestic,,64.35,NEW - Post Purchase V2
bordeaux,Bordeaux Blend,20001205_2018-07-06,2015 Chateau Malescasse Haut Medoc,20001205-CMA,Chateau Malescasse,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2015 Chateau Malescasse Haut Medoc,Bordeaux Blend,"Fruit of the Vines, Inc",Red Wine,Import,,24.22,
bordeaux,Bordeaux Blend,20000974_2018-02-09,2014 Chateau Mille-Roses Haut-Medoc Bordeaux,20000974-CMR,Chateau Mille-Roses,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2014 Chateau Mille-Roses Haut-Medoc Bordeaux,Bordeaux Blend,Langdon-Shiverick Imports,Red Wine,Import,df7359aeceff3553b5d4c605c29690f8,43.7,11901759_newbrand
bordeaux,Bordeaux Blend,20001089_2018-06-04,2015 Chateau Larroque Bordeaux Superieur,20001089-DCL,Domaine du Chateau Larroque,France > Bordeaux,Bordeaux Red Blend,2015 Chateau Larroque Bordeaux Superieur,Bordeaux Blend,Europvin,Red Wine,Import,,15.0,
bordeaux,Bordeaux Blend,20001089_2018-04-29,2015 Chateau Larroque Bordeaux Superieur,20001089-DCL,Domaine du Chateau Larroque,France > Bordeaux,Bordeaux Red Blend,2015 Chateau Larroque Bordeaux Superieur,Bordeaux Blend,Europvin,Red Wine,Import,,15.81,
bordeaux,Bordeaux Blend,20001082_2018-02-09,2014 Orin Swift Papillon Red Wine Napa Valley,20001082-ORS,Orin Swift,United States > California > Napa Valley,Bordeaux Red Blend,2014 Orin Swift Papillon Red Wine Napa Valley,Bordeaux Blend,E. & J. Gallo,Red Wine,Domestic,,65.34,NEW - Refer-a-friend Landing Page
bordeaux,Bordeaux Blend,20001089_2018-02-09,2015 Chateau Larroque Bordeaux Superieur,20001089-DCL,Domaine du Chateau Larroque,France > Bordeaux,Bordeaux Red Blend,2015 Domaine du Chateau Larroque Bordeaux Superieur,Bordeaux Blend,Europvin,Red Wine,Import,c8f40a4586e5319b9deb37ab86cb0835,19.08,20001345_newbrand
bordeaux,Bordeaux Blend,20001089_2018-04-29,2015 Chateau Larroque Bordeaux Superieur,20001089-DCL,Domaine du Chateau Larroque,France > Bordeaux,Bordeaux Red Blend,2015 Chateau Larroque Bordeaux Superieur,Bordeaux Blend,Europvin,Red Wine,Import,,18.51,
bordeaux,Bordeaux Blend,20001082_2018-02-09,2014 Orin Swift Papillon Red Wine Napa Valley,20001082-ORS,Orin Swift,United States > California > Napa Valley,Bordeaux Red Blend,2014 Orin Swift Papillon Red Wine,Bordeaux Blend,E. & J. Gallo,Red Wine,Domestic,,63.6,
bordeaux,Bordeaux Blend,11900535_2018-04-18,2015 Chateau Haut-Bailly Pessac-Leognan,11900535-CHB,Chateau Haut-Bailly,France,Bordeaux Left Bank,2015 Chateau Haut-Bailly Pessac-Leognan,Bordeaux Blend,The Wine Trust,Red Wine,Import,,204.95,
bordeaux,Bordeaux Blend,20001089_2018-02-09,2015 Chateau Larroque Bordeaux Superieur,20001089-DCL,Domaine du Chateau Larroque,France > Bordeaux,Bordeaux Red Blend,2015 Domaine du Chateau Larroque Bordeaux Superieur,Bordeaux Blend,Europvin,Red Wine,Import,,19.37,
bordeaux,Bordeaux Blend,20001205_2018-07-06,2015 Chateau Malescasse Haut Medoc,20001205-CMA,Chateau Malescasse,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2015 Chateau Malescasse Haut Medoc,Bordeaux Blend,"Fruit of the Vines, Inc",Red Wine,Import,,24.04,
bordeaux,Bordeaux Blend,20001205_2017-11-23,2015 Chateau Malescasse Haut Medoc,20001205-CMA,Chateau Malescasse,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2015 Chateau Malescasse Haut Medoc Cru Bourgeois Bordeaux,Bordeaux Blend,"Fruit of the Vines, Inc",Red Wine,Import,,21.24,Refer-a-friend Landing Page
bordeaux,Bordeaux Blend,20001089_2018-06-04,2015 Chateau Larroque Bordeaux Superieur,20001089-DCL,Domaine du Chateau Larroque,France > Bordeaux,Bordeaux Red Blend,2015 Chateau Larroque Bordeaux Superieur,Bordeaux Blend,Europvin,Red Wine,Import,,15.0,
bordeaux,Bordeaux Blend,10726884_2017-12-06,2004 Chateau Grand Corbin Manuel Saint-Emilion Grand Cru,10726884-CGC,Chateau Grand Corbin Manuel,France > Bordeaux > Saint-Emilion,Bordeaux Right Bank,2004 Chateau Grand Corbin Manuel Saint-Emilion Grand Cru,Bordeaux Blend,The Wine Trust,Red Wine,Import,,29.99,
bordeaux,Bordeaux Blend,11864005_2017-11-21,2013 Betz Clos de Betz Red Wine Columbia Valley,11864005-BFV,Betz Family Vineyards,United States > Washington > Columbia Valley,,2013 Betz Clos de Betz Red Wine Columbia Valley,Bordeaux Blend,,Red Wine,Domestic,,59.4,
bordeaux,Bordeaux Blend,20001205_2018-02-25,2015 Chateau Malescasse Haut Medoc,20001205-CMA,Chateau Malescasse,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2015 Chateau Malescasse Haut Medoc,Bordeaux Blend,"Fruit of the Vines, Inc",Red Wine,Import,franciscan wine,21.39,Google_Search_Alpha_Wines_USA_NapaValley
bordeaux,Bordeaux Blend,20000974_2018-02-09,2014 Chateau Mille-Roses Haut-Medoc Bordeaux,20000974-CMR,Chateau Mille-Roses,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2014 Chateau Mille-Roses Haut-Medoc Bordeaux,Bordeaux Blend,Langdon-Shiverick Imports,Red Wine,Import,,40.0,
bordeaux,Bordeaux Blend,20000974_2018-02-09,2014 Chateau Mille-Roses Haut-Medoc Bordeaux,20000974-CMR,Chateau Mille-Roses,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2014 Chateau Mille-Roses Haut-Medoc Bordeaux,Bordeaux Blend,Langdon-Shiverick Imports,Red Wine,Import,,43.8,holiday promo Wine Access 8%
bordeaux,Bordeaux Blend,11752037_2018-03-07,2009 Terra Valentine “Marriage” Proprietary Red Spring Mountain Napa Valley,11752037-TRA,Terra Valentine,United States > California > Napa Valley > Spring Mountain,Bordeaux Red Blend,2009 Terra Valentine Marriage Proprietary Red Estate Spring Mountain District,Bordeaux Blend,,Red Wine,Domestic,,74.19,
bordeaux,Bordeaux Blend,20001205_2018-07-06,2015 Chateau Malescasse Haut Medoc,20001205-CMA,Chateau Malescasse,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2015 Chateau Malescasse Haut Medoc,Bordeaux Blend,"Fruit of the Vines, Inc",Red Wine,Import,,23.7,
bordeaux,Bordeaux Blend,20002012_2018-10-23,2015 Chateau de Villambis Haut-Médoc Cru Bourgeouis,20002012-VIL,Chateau de Villambis,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2015 Chateau de Villambis Haut-Médoc Cru Bourgeouis,Bordeaux Blend,Twins America,Red Wine,Import,,18.31,
bordeaux,Bordeaux Blend,20001232_2017-11-14,2015 Chateau Pierre 1er  Saint Emilion Grand Cru ,20001232-CHP,Chateau Pierre 1er ,France > Bordeaux > Saint-Emilion Grand Cru,Bordeaux Red Blend,2015 Chateau Pierre 1er  Saint Emilion Grand Cru ,Bordeaux Blend,,Red Wine,Import,,30.16,
bordeaux,Bordeaux Blend,20001082_2018-02-09,2014 Orin Swift Papillon Red Wine Napa Valley,20001082-ORS,Orin Swift,United States > California > Napa Valley,Bordeaux Red Blend,2014 Orin Swift Papillon Red Wine Napa Valley,Bordeaux Blend,E. & J. Gallo,Red Wine,Domestic,,64.65,
bordeaux,Bordeaux Blend,20001232_2018-08-30,2015 Chateau Pierre 1er  Saint Emilion Grand Cru ,20001232-CHP,Chateau Pierre 1er ,France > Bordeaux > Saint-Emilion Grand Cru,Bordeaux Red Blend,2015 Chateau Pierre 1er  Saint Emilion Grand Cru ,Bordeaux Blend,,Red Wine,Import,wineaccess|492|1531658,29.95,B_Wine Access_Brand
bordeaux,Bordeaux Blend,20000974_2018-02-09,2014 Chateau Mille-Roses Haut-Medoc Bordeaux,20000974-CMR,Chateau Mille-Roses,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2014 Chateau Mille-Roses Haut-Medoc Bordeaux,Bordeaux Blend,Langdon-Shiverick Imports,Red Wine,Import,,42.7,
bordeaux,Bordeaux Blend,20001205_2017-11-23,2015 Chateau Malescasse Haut Medoc,20001205-CMA,Chateau Malescasse,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2015 Chateau Malescasse Haut Medoc Cru Bourgeois Bordeaux,Bordeaux Blend,"Fruit of the Vines, Inc",Red Wine,Import,,21.24,
bordeaux,Bordeaux Blend,20001089_2018-04-29,2015 Chateau Larroque Bordeaux Superieur,20001089-DCL,Domaine du Chateau Larroque,France > Bordeaux,Bordeaux Red Blend,2015 Chateau Larroque Bordeaux Superieur,Bordeaux Blend,Europvin,Red Wine,Import,andrew will|492|1689653,16.19,Y_Wine Access_3P_Producers_Tier4
bordeaux,Bordeaux Blend,11752037_2018-03-07,2009 Terra Valentine “Marriage” Proprietary Red Spring Mountain Napa Valley,11752037-TRA,Terra Valentine,United States > California > Napa Valley > Spring Mountain,Bordeaux Red Blend,2009 Terra Valentine Marriage Proprietary Red Estate Spring Mountain District,Bordeaux Blend,,Red Wine,Domestic,,74.36,
bordeaux,Bordeaux Blend,20001089_2018-02-09,2015 Chateau Larroque Bordeaux Superieur,20001089-DCL,Domaine du Chateau Larroque,France > Bordeaux,Bordeaux Red Blend,2015 Domaine du Chateau Larroque Bordeaux Superieur,Bordeaux Blend,Europvin,Red Wine,Import,,19.44,NEW - Refer-a-friend Landing Page
bordeaux,Bordeaux Blend,11752037_2018-10-31,2009 Terra Valentine “Marriage” Proprietary Red Spring Mountain Napa Valley,11752037-TRA,Terra Valentine,United States > California > Napa Valley > Spring Mountain,Bordeaux Red Blend,2009 Terra Valentine “Marriage” Proprietary Red Spring Mountain Napa Valley,Bordeaux Blend,,Red Wine,Domestic,,76.99,Cartera 13%
bordeaux,Bordeaux Blend,20001205_2017-11-23,2015 Chateau Malescasse Haut Medoc,20001205-CMA,Chateau Malescasse,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2015 Chateau Malescasse Haut Medoc Cru Bourgeois Bordeaux,Bordeaux Blend,"Fruit of the Vines, Inc",Red Wine,Import,,24.37,
bordeaux,Bordeaux Blend,20001232_2018-02-15,2015 Chateau Pierre 1er  Saint Emilion Grand Cru ,20001232-CHP,Chateau Pierre 1er ,France > Bordeaux > Saint-Emilion Grand Cru,Bordeaux Red Blend,2015 Chateau Pierre 1er  Saint Emilion Grand Cru ,Bordeaux Blend,,Red Wine,Import,,26.58,
bordeaux,Bordeaux Blend,20001205_2018-07-06,2015 Chateau Malescasse Haut Medoc,20001205-CMA,Chateau Malescasse,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2015 Chateau Malescasse Haut Medoc,Bordeaux Blend,"Fruit of the Vines, Inc",Red Wine,Import,,23.32,NEW - Post Purchase V2
bordeaux,Bordeaux Blend,11178944_2018-05-30,2009 Chateau Pontet-Canet Pauillac 5th Grand Cru Classe in 1855,11178944-PCN,Chateau Pontet Canet,France > Bordeaux > Pauillac,Bordeaux Left Bank,2009 Chateau Pontet-Canet Pauillac 5th Grand Cru Classe in 1855,Bordeaux Blend,,Red Wine,Import,,299.0,
bordeaux,Bordeaux Blend,20001232_2017-11-14,2015 Chateau Pierre 1er  Saint Emilion Grand Cru ,20001232-CHP,Chateau Pierre 1er ,France > Bordeaux > Saint-Emilion Grand Cru,Bordeaux Red Blend,2015 Chateau Pierre 1er  Saint Emilion Grand Cru ,Bordeaux Blend,,Red Wine,Import,,26.24,
bordeaux,Bordeaux Blend,20001205_2018-07-06,2015 Chateau Malescasse Haut Medoc,20001205-CMA,Chateau Malescasse,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2015 Chateau Malescasse Haut Medoc,Bordeaux Blend,"Fruit of the Vines, Inc",Red Wine,Import,,23.21,
bordeaux,Bordeaux Blend,11752037_2018-03-07,2009 Terra Valentine “Marriage” Proprietary Red Spring Mountain Napa Valley,11752037-TRA,Terra Valentine,United States > California > Napa Valley > Spring Mountain,Bordeaux Red Blend,2009 Terra Valentine Marriage Proprietary Red Estate Spring Mountain District,Bordeaux Blend,,Red Wine,Domestic,,74.72,
bordeaux,Bordeaux Blend,20001232_2017-11-14,2015 Chateau Pierre 1er  Saint Emilion Grand Cru ,20001232-CHP,Chateau Pierre 1er ,France > Bordeaux > Saint-Emilion Grand Cru,Bordeaux Red Blend,2015 Chateau Pierre 1er  Saint Emilion Grand Cru ,Bordeaux Blend,,Red Wine,Import,,27.99,
bordeaux,Bordeaux Blend,20001089_2018-02-09,2015 Chateau Larroque Bordeaux Superieur,20001089-DCL,Domaine du Chateau Larroque,France > Bordeaux,Bordeaux Red Blend,2015 Domaine du Chateau Larroque Bordeaux Superieur,Bordeaux Blend,Europvin,Red Wine,Import,b4d4e8a2e7063a0ca6f9b62dbae511b5,18.0,02222018_ST_TopRatedWines_EC
bordeaux,Bordeaux Blend,20002012_2018-10-23,2015 Chateau de Villambis Haut-Médoc Cru Bourgeouis,20002012-VIL,Chateau de Villambis,France > Bordeaux > Haut-Médoc,Bordeaux Left Bank,2015 Chateau de Villambis Haut-Médoc Cru Bourgeouis,Bordeaux Blend,Twins America,Red Wine,Import,,16.16,
bordeaux,Bordeaux Blend,11752037_2018-03-07,2009 Terra Valentine “Marriage” Proprietary Red Spring Mountain Napa Valley,11752037-TRA,Terra Valentine,United States > California > Napa Valley > Spring Mountain,Bordeaux Red Blend,2009 Terra Valentine Marriage Proprietary Red Estate Spring Mountain District,Bordeaux Blend,,Red Wine,Domestic,,76.64,
bordeaux,Bordeaux Blend,20001089_2018-02-09,2015 Chateau Larroque Bordeaux Superieur,20001089-DCL,Domaine du Chateau Larroque,France > Bordeaux,Bordeaux Red Blend,2015 Domaine du Chateau Larroque Bordeaux Superieur,Bordeaux Blend,Europvin,Red Wine,Import,,19.48,
